publish_date,processed_text
"July 17, 2019",question welcome back America i 'm Hugh Hewitt in the ReliefFactor.com studio thank you for joining me this morning now i 'm joined and honored always to have the United States secretary of State Michael Pompeo as my guest Good morning mr. secretary how are you secretary pompeo i 'm very good Hugh how are you today question i am terrific on the West Coast we had a great day at the Nixon Library yesterday ambassador Grenell was out talking about the Trump doctrine quoting you that America first does not mean America alone is that the most succinct statement you think of it secretary pompeo yeah look it 's a good description i know there have been those who critique us but our fundamental obligation as leaders here in the United States is to make sure America is secure that requires us to work with partners all around the world to develop coalitions but our focus our focus is always on American national security question well ambassador Grenell echoing your point of view yesterday very well now i want to talk about the ministerial the second annual ministerial on religious liberty that 's the bulk of our time but a couple of quick questions on Iran and the headliners it appears that Iran has seized the United Arab Emirates tanker do we know where it is and will we help the UAE get it back secretary pompeo so i ca n't say much about that but we are we 're following very closely what 's taking place more broadly even than just this tanker in the Strait of Hormuz the president 's made pretty clear that this is an international obligation to keep these waterways open and we 're working diligently to build out a maritime security initiative a broad range of countries participating in that the Iranians effort to deny transit for commercial vessels crude oil vessels and other vessels is something that frankly it 's consistent with 40 years of their history and it 's something that the United States is prepared to do our part to make sure that those waterways remain open question now congressman Gallagher told me earlier on the show that the UAE is known as little sparta would they do something without our cooperation if they think their tanker has been seized by the mullahs secretary pompeo i hate to speculate there 's no doubt the Emirates will make the decisions that they believe is in their national interest but they are a great partner we work closely with them every day not only in the region but on matters around the world and they too share our commitment to ensuring that Iran is not an abnormal nation that it ceases its destabilizing activity there and so we have a great partner in the United Arab Emirates question all right last Iran question if they want a war there 's very little we can do to prevent that if they want a conflict and they keep poking the bear or in this case the eagle they 're going to get one at what point do you give up on Iran coming to the table ambassador Grenell said the president always invites people to the table i saw you with yesterday on his right hand talking about bringing Iran to the table all instead they do they seize tankers and they fly drones at Saudi Arabian airports they 're not coming to the table secretary pompeo the American people should never underestimate the broad range of responses nor should the Islamic Republic of Iran misunderstand our efforts the best solution here is for the Iranians to decide that the diplomatic path forward is the best one for the people inside of Iran and we try to talk to them because the Iranian regime has clearly done things that are inconsistent with what the Iranian people want but our mission set our mission set is to find a diplomatic path forward that denies Iran the capacity to be the world 's largest state sponsor of terror to continue to build out their missile program through proliferation and gives them no pathway to a nuclear weapon those are the three benchmarks that the president has laid out and we 're going to achieve it what how Iran will choose to respond whether that is by continuing to enrich at higher and higher levels or by taking on kinetic activity the president is prepared with a full range of responses so that we can get to the outcome that we 're looking for question One more follow up i saw you sitting next to the president yesterday i do n't believe foreign minister Zarif sits much next to the supreme leader i think he 's kind of an empty windbag he 's up in New York holding court should we be bothering any time with him should other Americans be meeting with him he just seems to me to be a false flag of moderation when in fact the regime remains the regime it has always been since 1979 secretary pompeo Hugh your core point i think is correct in the end the ayatollah is calling all of the shots 100 percent of them with respect to the big strategic issues inside of Iran and how their national security apparatus will work he has at his right hand side Qasem Soleimani who is driving much of the activity that we 've talked about so far i do n't there view there as being two camps there is a singular set of activities that every leader inside of Iran is responsible for so it is zarif comes around and talks about how he 's the good guy he has been the foreign minister while the Islamic Republic of Iran has taken every action we 've seen and he is equally responsible for those activities question do some of those actions turning to the ministerial and i want to in fact set up the ministerial this is the second annual ministerial on religious freedom i believe it is the first time that we 've had back to back annual ministerials on any subject you 've picked the most important one in the classic statement of rights there are religious rights social rights and economic rights and social rights including political rights and the religious rights really come before anything else because it 's a consequence of what you achieve meaning in your life does Iran suppress religious rights secretary pompeo Every day question and for every person who is not a Shia in the way that they define Shiaism secretary pompeo i think that 's a very accurate description we 've seen how they treat women we 've seen how they treat religious minorities we 've seen how they treat homosexuals we 've seen this is a regime with some of the worst human rights abuses of any country in the world on a consistent basis every day question now we have 114 countries gathered at the State Department there are a thousand representatives from around the globe here i think you 're giving the keynote tomorrow am i right about that mr. secretary secretary pompeo you are question so yesterday i think you ran down victims of religious intolerance and it was a wide variety of people people who have suffered greatly across the world from New Zealand from Sri Lanka from San Diego what was the impact of these speakers and their all different religions have all been persecuted in different places secretary pompeo it 's truly remarkable three days here at the State Department no previous administration has prepared to defend this most basic freedom you talked about that Hugh absent having the capacity to believe what you want and to act in accordance with your own conscience all of the other things that we talk about as freedoms or rights are subservient to this so very important that we advocate on behalf on this Some 80 percent of the people in the world today live in religiously restricted environments so we brought in a group of people yesterday from a broad set of religious backgrounds who have lived in these spaces and who are working tirelessly to help their countries improve on religious freedom in their nation question now it seems to me that it 's a very difficult order but if you could persuade your counterparts in the PRC and Russia that religious freedom practiced by all but the extremes of any faith and every faith has extremes and they can not be allowed to define the religion for which they appear to speak but religious liberty is actually a stabilizing force in any country that embraces genuine broad spectrum religious liberty have you made that argument to president Xi or to others who routinely try and control the house church in China the Catholic Church in China any other protestant denomination and of course we 'll turn to the uighurs in a second but do they get a sense do you get a sense that they actually listen to this argument secretary pompeo it 's a good question we 've certainly made this argument not only to the Chinese but to every country that 's not living up to their obligations for their citizens to give them the religious freedom that they have by right of their humanness it 's absolutely also factually accurate Hugh your predicate of your question which is nations become stronger when they permit their citizens to exercise their core beliefs about who they really are and we make that case to each country about why this is not something that 's just intrinsically good but also good for them in terms of their capacity to build out their country to grow the economy in their nation to keep their country secure and safe this central premise of religious freedom makes countries stronger it does n't create risk which is what i think some of the countries like China are concerned with when they exercise political repression against various religious faiths that makes their country weaker and we 've made this argument and we will continue to build that argument out and try and convince every country including China that it 's in their best interest to increase the religious freedom in their country question well let 's turn specifically to China for a moment they have reached some sort of rapprochement with the Vatican which has left a lot of Catholics unhappy the house church though remains under significant Christian church remains under significant restriction some churches have been torn down burned down but it 's the Uighurs and the Muslim population that is most beleaguered and by an order of magnitude greater than the others can you tell us what it is that 's going on there Eli Lake has a story today saying that China 's campaign against the Uighurs demands a response what do you think mr. secretary secretary pompeo so this administration has responded to this threat to the world in ways that no administration has chosen to do we 've taken it on we 've been very candid about our view you have some million Muslims uighur Muslims there are Kazakhs there are other others there as well that are being detained and put in facilities camps inside of Xinjiang that the whole world when they see it will be repulsed by our mission set is to respond we have lots of issues that we 're dealing with with respect to our relationship with China but to respond in an appropriate way which always begins Hugh with calling it out with identifying it for what it is and appealing to people all over the world to respond in the most fundamental way to say this is unacceptable and demand that there be a change in behavior other responses how we might get this to change i do n't want to get out in front of the president but know that president Trump and the administration take this central core idea of religious liberty as a very important priority for the State Department and indeed all of our government question it is the first human right and i want to quote Eli Lake he says to be clear there are no indications that the Chinese state has committed a mass extermination of the uighurs but its campaign can fairly be called a cultural genocide an attempt to exterminate every shred of the Uighurs language society and history in Xinjiang there is now vast public evidence that China 's campaign has been accelerating since 2016 is that consistent with your understanding mr. secretary secretary pompeo i might not use exactly the same language but the risk is very real and it is the contra and we tell countries around the world it is the exact opposite of what America 's doing today here at the Department of State with our religious freedom ministerial we 've got people here who disagree with us on policy we 've got people here who have faiths that are very different than mine as a Christian evangelical but they 're all here because this mission set this first freedom is so central to success for every country and importantly to give every individual the rights that they deserve and what you 're seeing take place with China is precisely the opposite of that question and Burma you have come out against Burma i want to move though to the Commission on Unalienable Rights because when Jefferson penned the words life liberty and the pursuit of happiness in the pursuit of happiness is necessarily embedded the inalienable right to religious freedom do you believe your new commission will reach that conclusion led by Mary Ann Glendon famed lawyer legal scholar and human rights activist it 's a great development what do you intend for this commission to do secretary Pompeo secretary pompeo so the mission that i have given professor Glendon and her colleagues that will sit on the panel is to go back to the fundamental grounding of human rights that the founders have set forth for us to evaluate the various components of those human rights which ones are central which of this set of rights are core to America 's success and indeed more broadly the success in the world it 's very easy Hugh you 've seen it i 'll bet you 've had 50 people on your show in the last 10 weeks identify some right and that word gets thrown around loosely and that 's dangerous it 's dangerous for two reasons one when you when everything is a right these most fundamental foundational rights are neglected and second when you start to talk about that way that way when you have these broad set of because you know that many nations will fall short of that and it will misdirect American policy we wo n't be focused on those things that are most central to American security around the world and so that 's what we 've tasked them to do to go back and reground we had the State Department has n't done this in decades and decades and i 'm optimistic that they 'll come to a conclusion that will be important for the United States as we move forward thinking about how to frame how the United States speaks about human rights and fundamental rights all around the world question i hope it 's a persuasive effort again thinking of president Xi and his close in circle if they can be persuaded that Jeffersonian democracy and rights language actually stabilizes governments without risking those at the top 's careers and livelihoods that it does n't have to end in the French Revolution secretary Pompeo it can end in the American constitutional order of stability secretary pompeo that 's absolutely the case look the fear in many of these countries is if they if they grant these set of rights that they will lose political control but in fact the opposite is true leadership that takes these rights seriously becomes stronger their people become more capable of helping in the governance of their nation you get good economic benefits too but you get enormous social good that comes from the guarantee of this set of rights question last question of course anything you do is attacked in the Atlantic they have a story by Mattathias Schwartz titled The Religious Freedom Agenda that alleges one can see in the ministerial that you 're holding right now an effort to make Washington the center of a global faith based conservative order with its own doctrine of intervention and hierarchy of values an order that seeks to augment and perhaps even compete with the existing liberal one i know that 's silly i 'd just like your response secretary pompeo yeah maybe that 's the best response we 're very focused on our mission the fact that some on the left have become sort of crazed by the fact that we 're trying to define trying to create this religious freedom around the world or define the central rights for every American i find confusing befuddling and perhaps suggestive that they know they have the wrong end of the stick and we are going to ground America in our constitutional understandings in ways that some they and their colleagues wish would n't happen question does anyone ever read the founding documents anymore secretary Pompeo i suppose they taught them at Harvard Law so you came in contact with them i know they taught them at West Point but does anyone in the Capitol just routinely consult the documents on which our republic resides in which it stands secretary pompeo i have the core documents sitting on my bookshelf here and that includes things that go beyond just the Constitution and our core founding documents but the Declaration of Independence the federalist papers all the things that these great thinkers who set our nation the greatest nation in the history of civilization on the remarkable course it 's been on and if we can stay true to those if we can continue to use those as our guideposts America will continue to prevail in the centuries ahead as well question secretary Pompeo thank you for joining me good luck with your keynote tomorrow at the second annual ministerial i hope there is a third and a fourth secretary pompeo thank you Hugh question mr. secretary thank you secretary pompeo have a good day sir question you too
"December 18, 2017",press statement heather Nauert Department spokesperson Washington dc December 18 2017 U.S. secretary of State Rex Tillerson will travel to Ottawa Canada December 19 to meet foreign minister Chrystia Freeland the leaders will discuss u.s.-canadian coordination on a range of global and regional topics and renew their commitment to make the U.S.-Canadian border more secure and more efficient
"November 25, 2020",as Bosnia and Herzegovina celebrates its Statehood Day i extend congratulations on behalf of the United States Government and the American people This year we also commemorate the 25th anniversary of the Dayton Peace Agreement which brought peace to Bosnia and Herzegovina and made it possible for a deeper relationship between our two countries to flourish a relationship that forms the foundation for peace in the Western Balkans The United States commends Bosnia and Herzegovina 's progress toward greater democratization as demonstrated by the important agreement that will allow the citizens of Mostar to vote in upcoming local elections for the first time since 2008 we also stand by Bosnia and Herzegovina as it pursues further Euro Atlantic integration finally i wish safety and health to all the people of Bosnia and Herzegovina as we work together to overcome the challenges posed by the COVID-19 pandemic
"April 17, 2020",The United States notes with concern the warning from the Czech Republic 's National Cyber and Information Security Agency of a real threat of serious cyber attacks against its healthcare sector as the world battles the COVID-19 pandemic malicious cyber activity that impairs the ability of hospitals and healthcare systems to deliver critical services could have deadly results anyone that engages in such an action should expect consequences we call upon the actor in question to refrain from carrying out disruptive malicious cyber activity against the Czech Republic 's healthcare system or similar infrastructure elsewhere we also call upon all states not to turn a blind eye to criminal or other organizations carrying out such activity from their territory The United States has zero tolerance for malicious cyber activity designed to undermine U.S. and international partners efforts to protect assist and inform the public during this global pandemic such activity against critical civilian infrastructure is deeply irresponsible and dangerous the United States promotes a framework of responsible state behavior in cyberspace including nonbinding norms regarding states refraining from cyber activities that intentionally damage critical infrastructure and knowingly allowing their territory to be used for malicious cyber activities when states do not abide by this framework we hold them accountable
"October 28, 2020","the strategic partnership the United States and Indonesia have forged remains more important than ever we will continue to strengthen the bonds that our two countries enjoy based on our shared democratic values our deep economic ties and our commitment to a peaceful and prosperous Indo Pacific U.S. secretary of State Mike Pompeo August 14 2020 Secretary of State Michael R. Pompeo will travel to Jakarta Indonesia from October 28 29 2020 where he will meet with Indonesian president Joko Widodo and foreign minister Retno Marsudi the secretary will also deliver remarks and meet with representatives of U.S. businesses to strengthen bilateral trade and investment ties strengthening the u.s.-indonesia strategic partnership The United States and Indonesia share a deep and enduring Strategic Partnership based on our fundamental belief in democracy and free markets as the world 's most populous Muslim majority nation Indonesia is well positioned both regionally and globally to serve as an example for others of religious tolerance plurality and inclusion since the secretary 's last visit in August 2018 we have further deepened our bilateral ties strengthening our strategic partnership with Indonesia is a U.S. foreign policy priority given Indonesia 's status as the world 's third largest democracy and its historic leadership role in ASEAN The United States believes respect for human rights is critical for democratic governance and that democracies such as Indonesia are stronger when they uphold the spirit and the letter of their domestic and international obligations for all their citizens the COVID-19 pandemic has challenged both our nations The United States helped Indonesians by providing $ 11 million of covid related assistance and donating 1,000 ventilators we look forward to further cooperation in fighting the pandemic and strengthening our economies post covid THE UNITED STATES and indonesia share a vision of a free and open indo pacific region The United States and Indonesia share a vision of a free and open Indo Pacific region including a commitment to freedom of navigation and overflight Indonesia is a leader within ASEAN and an anchor of the rules based order in the Indo Pacific The United States remains deeply engaged in the Indo Pacific and we and our partners believe the best way to prevent conflict is to reinforce our shared values security cooperation is a key pillar of our strategic partnership The United States is proud to be Indonesia 's largest defense partner in terms of the number of annual exercises and events in which we participate together our cooperation in counterterrorism and in countering violent extremism is also an important component of our joint efforts to build a safer world we respect Indonesia 's strong efforts to safeguard its maritime rights and stand up to PRC aggression in the South China Sea including in its Exclusive Economic Zone around the Natuna Islands growing bilateral trade and investment ties will help our economies thrive The United States remains deeply committed to Indonesia 's prosperity we are invested in upholding a free and open Indo Pacific in which all nations including Indonesia are able to pursue economic growth consistent with international law and principles of fair competition our bilateral trade and investment relationship presents myriad opportunities to create more jobs and economic growth for all of our citizens we are deploying new and innovative tools to bolster the engagement of U.S. businesses in Indonesia for the benefit of both countries The U.S. International Development Finance Corporation is catalyzing U.S. private sector investment in Indonesia 's growing infrastructure digital and energy sectors and the recent signing of a bilateral Infrastructure Finance agreement will attract private sector capital to meet Indonesia 's estimated $ 1.5 trillion infrastructure gap U.S. companies are major investors in Indonesia 's economy contributing to sustainable growth across diverse sectors in October 2020 Kimberly Clark executed its $ 1.2 billion acquisition of Softex Indonesia with a strategy to fuel the company 's growth through brand building and innovation Earlier this year Pennsylvania based Air Products announced a $ 2 billion investment to create a world class production facility in Kalimantan for methanol a chemical feedstock SHARED COMMITMENT TO increase our people to people ties we recently celebrated 70 years of our bilateral relationship and continue to expand our people to people ties since 1952 more than 3,000 Indonesians and 1,200 Americans have received Fulbright scholarships for exchange study and teaching Almost 40,000 Indonesians are members of the Young Southeast Asian Leadership Initiative yseali the largest number from any ASEAN country Each year U.S. Embassy Jakarta sends as many as 200 emerging Indonesian leaders to the United States to participate in more than a dozen youth exchange programs and approximately 9,000 Indonesians undertake study in the United States The United States continues to work with Indonesia to increase the number of exchange students in both of our countries"
"February 27, 2018",Fact Sheet Office of the Spokesperson Washington DC February 27 2018 The Department of State has designated 40 ISIS leaders and operatives under executive order e.o. 13224 and will continue to target the group to deny it access to the U.S. financial system these designations are part of a larger comprehensive plan to defeat ISIS that in coordination with the 75 member Global Coalition to defeat isis has made significant progress toward that goal this whole of government effort is destroying ISIS in its safe havens denying its ability to recruit foreign terrorist fighters stifling its financial resources negating the false propaganda it disseminates over the internet and social media and helping to stabilize liberated areas in Iraq and Syria so the displaced can return to their homes and begin to rebuild their lives ISIS individuals designated by the U.S. Department of State under e.o. 13224 date individual name February 27 2018 Abu Musab al Barnawi ISIS West Africa February 27 2018 Mahad Moalim ISIS Somalia January 23 2018 Siddhartha Dhar ISIS January 23 2018 Abdelatif Gaini ISIS September 19 2017 Brandon Lee Thulsie ISIS September 19 2017 Tony Lee Thulsie ISIS August 17 2017 Ahmad Alkhald ISIS August 17 2017 Abu Yahya al Iraqi ISIS June 15 2017 Mohammad Shafi Armar ISIS June 15 2017 oussama Ahmad Atar ISIS June 15 2017 Mohammed Isa Yousif saqar Al Binali ISIS June 12 2017 marwan ibrahim hussayn tah al Azawi ISIS May 19 2017 Muhammad al Isawi ISIS April 27 2017 Mubarak Mohammed A Alotaibi isil Saudi Arabia April 13 2017 Farah Mohamed Shirdon ISIS March 30 2017 Anjem Choudary ISIS March 30 2017 El Shafee Elsheikh ISIS March 30 2017 Mark John Taylor ISIS March 30 2017 Shane Dominic Crawford ISIS January 10 2017 Alexanda Amon Kotey ISIS November 22 2016 Abdelilah Himich ISIS November 22 2016 Basil Hassan ISIS November 22 2016 Abdullah Ahmed al Meshedani ISIS September 28 2016 anas el abboubi(isil August 31 2016 Abdiqadir Mumin ISIS August 3 2016 Mohamed Abrini ISIS July 13 2016 Aslan Avgazarovich Byutukaev isil cp April 5 2016 Salah Abdeslam ISIS September 29 2015 Rustam Aselderov isil cp September 29 2015 Emilie Konig ISIS September 29 2015 Boubaker Hakim ISIS September 29 2015 maxime hauchard ISIS September 29 2015 Shamil Izmaylov ISIS September 29 2015 Nasser Muthana ISIS September 29 2015 Sally Jones ISIS September 29 2015 Gulmurod Khalimov ISIS January 27 2015 Denis Cuspert ISIS September 24 2014 Amru al Absi ISIS September 24 2014 Salim Benghalem ISIS September 24 2014 lavdrim Muhaxheri ISIS August 18 2014 Abu Mohammed al Adnani ISIS October 4 2011 Ibrahim Awwad Ibrahim Ali al Badri abu du'a ISIS ISIS affiliates designated by the U.S. Department of State Date Country Branch Name February 27 2018 Bangladesh ISIS Bangladesh FTO SDGT February 27 2018 Philippines ISIS Philippines FTO SDGT and Maute Group SDGT February 27 2018 Nigeria ISIS West Africa FTO SDGT February 27 2018 Somalia ISIS Somalia SDGT February 27 2018 tunisia Jund al Khilafah Tunisia SDGT February 27 2018 Egypt ISIS egypt SDGT May 19 2016 Libya isil Libya FTO SDGT May 19 2016 Saudi Arabia ISIS saudi arabia SDGT May 19 2016 Yemen ISIS Yemen SDGT September 29 2015 Algeria Jund al Khilafah Algeria SDGT September 29 2015 Russian federation isil caucasus province SDGT September 29 2015 Afghanistan Pakistan islamic State 's Khorasan Province FTO SDGT April 9 2014 Sinai ISIL Sinai Province formerly Ansar Bayt al Maqdis FTO SDGT other ISIS related groups January 10 2017 Jammaah Anshorut Daulah JAD June 9 2016 Yarmouk Martyrs Brigade YMB March 22 2016 Santoso MIT September 29 2015 Mujahidin Indonesian timur MIT September 29 2015 Jaysh Rijal al Tariq al Naqshabandi jrtn The Department of State is authorized to designate Foreign Terrorist Organizations ftos under the Immigration and Nationality Act and to designate Specially Designated Global Terrorists sdgts under e.o. 13224 while only organizations can be designated as ftos a wider range of persons can be designated by the Department of State as sdgts including terrorist groups leaders and members of terrorist groups as well as other individuals and entities that have committed or pose a significant risk of committing acts of terrorism terrorism designations expose and isolate organizations and individuals and deny them access to the U.S. financial system moreover designations can assist the law enforcement activities of U.S. agencies and other governments
"January 14, 2020",the below is attributable to Spokesperson Morgan Ortagus secretary of State Michael R. Pompeo met with Japanese foreign minister Toshimitsu Motegi and Republic of Korea foreign minister Kang Kyung wha in Silicon Valley California secretary Pompeo foreign minister Kang and foreign minister Motegi emphasized the importance of the u.s.-rok and U.S.-Japan Alliances to security and prosperity in the Indo Pacific region and the world they also stressed that trilateral cooperation is essential to ensure the future of peace in the region
"July 22, 2018",The United States welcomes the safe evacuation of more than 400 members of the Syrian Civil Defense otherwise known as the White Helmets and their families from southwest Syria we are glad that these brave volunteers who have saved thousands of lives are now out of harm 's way The United States and our international partners asked the United Nations to take the central role in this critical humanitarian operation in response the UN organized entry into Jordan for these members of the White Helmets and their families who are fleeing violence in southwest Syria The White Helmets have consistently been targeted by the Assad regime members of the group more than half of which are children were allowed entry into Jordan on a transit basis until UNHCR completes procedures for their resettlement in third countries we deeply appreciate Israel 's role in facilitating the transit of the White Helmets and their family members we commend Jordan 's generosity in supporting their processing by UNHCR and the commitment of the United Kingdom Canada and Germany to provide the White Helmets and their families with permanent homes we renew our call on the Assad regime and Russia to abide by their commitments end the violence and protect all Syrian civilians including humanitarians such as the White Helmets in areas formerly part of the southwest de escalation zone and throughout Syria
"April 7, 2017",press statement Mark C. Toner acting spokesperson Washington dc April 7 2017 The United States condemns the decision to hold a referendum on April 9 regarding the amendment of south ossetia 's constitutional name to the Republic of South Ossetia Alania we also condemn and do not recognize the results of the illegitimate elections conducted in Abkhazia on March 12 and March 26 or the election planned for April 9 in south ossetia these illegitimate elections and referenda are being conducted in Georgian territory without the consent of the government of Georgia The United States fully supports the territorial integrity of Georgia and its sovereignty within its internationally recognized borders our position on Abkhazia and South Ossetia is clear and consistent these regions are integral parts of Georgia
"September 1, 2020",the below is attributable to Spokesperson Morgan Ortagus secretary of State Michael R. Pompeo met with Moroccan minister of foreign affairs African Cooperation and Moroccan Expatriates Nasser Bourita by video teleconference after announcing the conclusion of a bilateral Enhanced Immunities Agreement secretary Pompeo and foreign minister Bourita underlined the strong enduring nature of the u.s.-morocco strategic partnership the two leaders discussed opportunities to increase bilateral cooperation to create a more secure and prosperous region secretary Pompeo thanked Morocco for its leadership on critically important public health efforts in Africa during the COVID-19 pandemic and noted king Mohammed VI 's advancement of a bold and far reaching reform agenda over the past two decades secretary Pompeo encouraged the Moroccan government to continue to support UN facilitated efforts to resolve the conflict in Libya and end its destabilizing effects throughout the region the secretary highlighted Moroccan efforts in the shared fight against terrorism and the role Morocco plays in preventing violent extremism additionally secretary Pompeo commended Moroccan partnership in preserving the cultural heritage of religious minorities interfaith dialogue and religious tolerance
"October 27, 2017",press statement Rex W. Tillerson secretary of State Washington DC October 27 2017 This week my thoughts are with the people of Thailand as we witness the cremation of his late majesty king bhumibol adulyadej a true humanitarian visionary and friend to the United States Next year we will celebrate the bicentennial of the first official contact between our two great nations his late majesty championed our strong enduring friendship throughout his reign his commitment to our alliance helped ensure regional security and created the conditions for Thailand 's miraculous economic development as i expressed during my recent visit to Bangkok i join Americans throughout the United States in extending our deepest respect to his late majesty from communities along the Pacific in California to those marking this occasion at King Bhumibol Square near the Late King 's birthplace in Massachusetts we remember a leader who shaped the course of history and strengthened the bonds of friendship that unite us building on his late majesty 's legacy i am confident this alliance will thrive in a new century to the continued benefit of the Thai and American people
"June 7, 2019",Today the National Assembly published a decree signed by Interim president Juan Guaido on May 21 to extend the validity of Venezuelan passports for an additional five years past their printed date of expiration The United States recognizes this extension of passport validity for visa issuance and other consular purposes Customs and Border Protection will likewise recognize the passports covered by this decree venezuelan passport holders who have been issued a passport extension will have the validity period extended by five years from the expiration date in their passport and valid for admission to the United States as long as the traveler is otherwise admissible Venezuelans in the United States holding passports extended by the decree may use those passports which will still be considered valid in accordance with the decree for any appropriate consular purpose nothing in this action alters the requirements for obtaining a U.S. visa or for admission to the United States
"July 27, 2020",on July 24 26 special representative for Iran and senior advisor to the secretary Brian Hook traveled to Tunisia Qatar and Kuwait to discuss extending the UN arms embargo on Iran which is scheduled to expire on October 18 2020 in Tunisia special representative hook met with foreign minister Noureddine Erray he discussed the range of threats Iran poses to international peace and security and requested Tunisia 's support as a non permanent member of the Security Council to extend the arms embargo in Qatar and Kuwait special representative hook discussed the need to extend the arms embargo to preclude a regional arms race and halt Iran 's destabilizing activities in the region he also emphasized the benefits of regional cooperation and reiterated the need for members of the Gulf Cooperation Council to take steps to rebuild trust and restore unity in Doha he met with foreign minister Sheikh Mohammed Al Thani in Kuwait City he met with his highness prime minister sheikh Sabah Al Khaled Al Hamad Al Sabah and minister of foreign affairs dr. Ahmad Nasser al Mohammad Al Sabah special representative hook will travel to Estonia and the United Kingdom on July 28 29 for consultations with our European allies
"December 9, 2019",the following is attributable to Spokesperson Morgan Ortagus secretary of State Michael R. Pompeo met today with Egyptian foreign minister Sameh Shoukry both leaders discussed the importance of the strong strategic partnership between the United States and Egypt and exchanged views on regional issues including the situation in Libya the secretary also raised concerns over press freedom human rights and Americans detained in Egypt including Moustafa Kassem
